120.250	323.03
120.500	341.95
120.750	251.22
121.000	291.02
121.250	334.73
121.500	248.93
121.750	275.56
122.000	402.42
122.250	331.49
122.500	262.53
122.750	321.06
123.000	180.81
123.250	299.54
123.500	362.05
123.750	319.84
124.000	200.59
124.250	338.22
124.500	268.22
124.750	289.78
125.000	415.14
125.250	337.31
125.500	364.14
125.750	352.63
126.000	265.60
126.250	273.43
126.500	322.99
126.750	371.49
127.000	256.48
127.250	209.57
127.500	289.24
127.750	435.30
128.000	272.30
128.250	243.64
128.500	239.78
128.750	328.30
129.000	261.61
129.250	368.63
129.500	337.72
129.750	217.31
130.000	368.20
130.250	287.85
130.500	274.27
130.750	338.79
131.000	328.63
131.250	298.41
131.500	382.18
131.750	290.78
132.000	387.99
132.250	491.54
132.500	244.54
132.750	291.58
133.000	219.53
133.250	319.91
133.500	340.73
133.750	223.37
134.000	354.25
134.250	276.87
134.500	302.36
134.750	307.91
135.000	274.71
135.250	269.36
135.500	326.90
135.750	197.94
136.000	298.36
136.250	373.70
136.500	332.64
136.750	357.18
137.000	282.00
137.250	271.62
137.500	229.97
137.750	254.08
138.000	423.01
138.250	276.10
138.500	384.15
138.750	395.98
139.000	331.57
139.250	294.75
139.500	373.59
139.750	300.97
140.000	429.87
140.250	422.04
140.500	293.53
140.750	264.48
141.000	338.39
141.250	221.48
141.500	246.11
141.750	300.67
142.000	334.93
142.250	306.34
142.500	327.73
142.750	332.28
143.000	334.13
143.250	338.54
143.500	499.22
143.750	345.32
144.000	379.27
144.250	410.47
144.500	255.64
144.750	375.98
145.000	303.49
145.250	336.64
145.500	273.43
145.750	292.54
146.000	382.58
146.250	374.70
146.500	385.21
146.750	369.46
147.000	417.65
147.250	378.73
147.500	478.83
147.750	380.64
148.000	469.23
148.250	315.37
148.500	317.32
148.750	339.82
149.000	265.45
149.250	354.68
149.500	353.70
149.750	283.37
150.000	337.88
150.250	329.23
150.500	270.46
150.750	421.53
151.000	300.65
151.250	431.33
151.500	305.55
151.750	338.53
152.000	438.32
152.250	429.84
152.500	313.79
152.750	321.83
153.000	281.60
153.250	451.21
153.500	433.74
153.750	259.98
154.000	286.55
154.250	317.05
154.500	472.77
154.750	376.36
155.000	383.09
155.250	311.73
155.500	390.04
155.750	302.85
156.000	301.09
156.250	428.17
156.500	364.15
156.750	291.73
157.000	297.49
157.250	535.14
157.500	358.78
157.750	361.19
158.000	349.67
158.250	273.71
158.500	313.56
158.750	494.36
159.000	391.77
159.250	382.57
159.500	295.14
159.750	270.19
160.000	329.30
160.250	235.68
160.500	419.05
160.750	378.57
161.000	447.72
161.250	318.29
161.500	420.30
161.750	457.00
162.000	303.05
162.250	334.75
162.500	413.69
162.750	362.87
163.000	333.56
163.250	405.86
163.500	322.81
163.750	476.05
164.000	392.05
164.250	414.38
164.500	375.24
164.750	308.03
165.000	376.03
165.250	508.09
165.500	410.09
165.750	336.97
166.000	366.20
166.250	276.20
166.500	419.14
166.750	404.18
167.000	346.25
167.250	444.91
167.500	457.92
167.750	462.99
168.000	326.75
168.250	326.06
168.500	369.53
168.750	468.76
169.000	320.15
169.250	250.89
169.500	367.46
169.750	407.96
170.000	406.04
170.250	313.89
170.500	295.56
170.750	346.02
171.000	366.42
171.250	364.38
171.500	335.43
171.750	327.56
172.000	380.39
172.250	419.47
172.500	349.89
172.750	360.44
173.000	386.87
173.250	266.26
173.500	442.22
173.750	371.33
174.000	432.30
174.250	462.38
174.500	445.84
174.750	440.41
175.000	389.58
175.250	405.05
175.500	450.24
175.750	454.27
176.000	356.04
176.250	333.82
176.500	352.88
176.750	445.16
177.000	446.11
177.250	312.29
177.500	322.28
177.750	446.36
178.000	380.33
178.250	404.76
178.500	341.28
178.750	300.11
179.000	394.06
179.250	374.34
179.500	330.41
179.750	421.29
180.000	402.06
180.250	292.26
180.500	340.24
180.750	478.49
181.000	481.77
181.250	406.07
181.500	371.71
181.750	459.17
182.000	380.83
182.250	373.59
182.500	473.91
182.750	343.52
183.000	375.90
183.250	476.98
183.500	329.07
183.750	299.89
184.000	496.92
184.250	340.30
184.500	261.48
184.750	341.29
185.000	468.16
185.250	229.46
185.500	317.78
185.750	542.39
186.000	377.84
186.250	451.00
186.500	357.88
186.750	551.63
187.000	307.58
187.250	464.57
187.500	425.01
187.750	365.85
188.000	289.84
188.250	470.17
188.500	394.81
188.750	375.34
189.000	431.75
189.250	390.84
189.500	470.35
189.750	483.67
190.000	374.36
190.250	490.37
190.500	405.45
190.750	369.04
191.000	474.40
191.250	372.75
191.500	334.50
191.750	350.97
192.000	448.82
192.250	354.51
192.500	361.07
192.750	396.37
193.000	528.61
193.250	566.45
193.500	417.00
193.750	389.49
194.000	408.97
194.250	402.46
194.500	497.97
194.750	361.19
195.000	324.52
195.250	381.63
195.500	374.02
195.750	295.56
196.000	513.58
196.250	343.46
196.500	491.54
196.750	426.63
197.000	273.07
197.250	456.76
197.500	456.15
197.750	445.84
198.000	284.54
198.250	315.60
198.500	357.77
198.750	407.63
199.000	496.83
199.250	469.83
199.500	457.19
199.750	438.39
200.000	595.77
200.250	483.67
200.500	375.43
200.750	375.02
201.000	493.18
201.250	356.73
201.500	305.07
201.750	428.25
202.000	302.10
202.250	398.53
202.500	381.17
202.750	388.49
203.000	428.41
203.250	356.42
203.500	398.80
203.750	406.85
204.000	500.29
204.250	484.52
204.500	358.36
204.750	336.46
205.000	337.65
205.250	355.42
205.500	408.97
205.750	402.04
206.000	547.13
206.250	407.75
206.500	262.75
206.750	386.90
207.000	375.70
207.250	403.32
207.500	358.77
207.750	430.85
208.000	428.12
208.250	345.94
208.500	431.21
208.750	419.23
209.000	377.79
209.250	316.48
209.500	314.52
209.750	341.05
210.000	374.04
210.250	469.65
210.500	411.55
210.750	377.23
211.000	410.85
211.250	447.31
211.500	403.86
211.750	519.10
212.000	447.25
212.250	254.43
212.500	216.79
212.750	386.12
213.000	346.07
213.250	281.87
213.500	406.92
213.750	307.22
214.000	470.49
214.250	437.81
214.500	346.35
214.750	423.00
215.000	358.43
215.250	471.87
215.500	412.69
215.750	379.45
216.000	367.44
216.250	395.24
216.500	326.81
216.750	346.84
217.000	443.26
217.250	326.80
217.500	385.28
217.750	416.09
218.000	432.14
218.250	473.12
218.500	369.55
218.750	417.65
219.000	383.06
219.250	410.84
219.500	406.30
219.750	317.46
220.000	345.69
220.250	333.09
220.500	310.26
220.750	362.04
221.000	287.79
221.250	353.22
221.500	500.77
221.750	443.22
222.000	418.08
222.250	365.88
222.500	477.30
222.750	487.70
223.000	395.61
223.250	385.15
223.500	393.00
223.750	511.08
224.000	382.22
224.250	385.17
224.500	396.44
224.750	440.86
225.000	332.29
225.250	373.07
225.500	380.21
225.750	581.60
226.000	387.19
226.250	430.36
226.500	415.31
226.750	456.69
227.000	332.17
227.250	552.34
227.500	544.02
227.750	502.68
228.000	375.29
228.250	326.55
228.500	458.17
228.750	399.13
229.000	375.98
229.250	418.67
229.500	308.48
229.750	433.18
230.000	425.09
230.250	438.56
230.500	449.65
230.750	371.54
231.000	352.62
231.250	612.92
231.500	587.25
231.750	280.70
232.000	491.47
232.250	365.92
232.500	357.63
232.750	371.86
233.000	474.45
233.250	389.98
233.500	504.60
233.750	425.92
234.000	385.51
234.250	480.19
234.500	426.16
234.750	455.52
235.000	269.83
235.250	395.06
235.500	365.59
235.750	459.59
236.000	585.77
236.250	464.79
236.500	427.93
236.750	477.59
237.000	444.14
237.250	465.72
237.500	412.90
237.750	560.02
238.000	463.71
238.250	327.35
238.500	551.66
238.750	359.31
239.000	452.14
239.250	457.28
239.500	394.28
239.750	534.84
240.000	542.65
240.250	557.99
240.500	491.03
240.750	398.41
241.000	393.46
241.250	414.05
241.500	432.98
241.750	498.31
242.000	441.42
242.250	457.96
242.500	472.42
242.750	406.69
243.000	386.28
243.250	335.50
243.500	589.82
243.750	468.35
244.000	641.47
244.250	404.64
244.500	405.32
244.750	374.41
245.000	541.47
245.250	379.59
245.500	465.08
245.750	496.86
246.000	300.04
246.250	394.01
246.500	412.44
246.750	291.85
247.000	379.40
247.250	369.67
247.500	521.45
247.750	461.67
248.000	375.47
248.250	387.17
248.500	525.90
248.750	450.41
249.000	487.60
249.250	505.62
249.500	447.35
249.750	477.47
250.000	439.50
250.250	383.54
250.500	355.41
250.750	360.72
251.000	495.68
251.250	384.42
251.500	389.70
251.750	392.67
252.000	369.91
252.250	390.94
252.500	435.59
252.750	418.81
253.000	335.20
253.250	496.84
253.500	391.48
253.750	446.22
254.000	458.72
254.250	565.55
254.500	502.60
254.750	559.66
255.000	503.30
255.250	558.49
255.500	513.73
255.750	501.13
256.000	498.69
256.250	339.15
256.500	615.64
256.750	516.22
257.000	449.68
257.250	507.89
257.500	511.67
257.750	494.36
258.000	456.95
258.250	422.60
258.500	464.93
258.750	503.49
259.000	585.40
259.250	531.85
259.500	510.28
259.750	534.52
260.000	453.36
260.250	491.47
260.500	628.87
260.750	453.14
261.000	398.54
261.250	478.81
261.500	483.96
261.750	582.47
262.000	459.87
262.250	529.39
262.500	573.43
262.750	534.08
263.000	441.02
263.250	704.62
263.500	454.99
263.750	372.05
264.000	476.84
264.250	323.15
264.500	605.16
264.750	469.52
265.000	487.48
265.250	370.52
265.500	468.17
265.750	490.34
266.000	348.60
266.250	478.85
266.500	548.38
266.750	359.75
267.000	496.64
267.250	384.65
267.500	439.34
267.750	397.31
268.000	519.87
268.250	449.88
268.500	544.36
268.750	731.90
269.000	450.26
269.250	404.22
269.500	482.08
269.750	656.65
270.000	508.87
270.250	401.96
270.500	562.16
270.750	532.91
271.000	505.31
271.250	368.50
271.500	489.45
271.750	618.74
272.000	419.82
272.250	425.94
272.500	493.59
272.750	429.75
273.000	442.46
273.250	592.37
273.500	467.83
273.750	447.39
274.000	579.29
274.250	494.75
274.500	492.67
274.750	515.48
275.000	468.93
275.250	539.77
275.500	473.08
275.750	529.82
276.000	508.18
276.250	511.52
276.500	449.38
276.750	551.75
277.000	592.56
277.250	373.88
277.500	520.88
277.750	448.38
278.000	571.91
278.250	437.75
278.500	380.98
278.750	468.76
279.000	571.66
279.250	447.11
279.500	572.92
279.750	488.82
280.000	486.10
280.250	543.24
280.500	537.18
280.750	650.37
281.000	603.71
281.250	478.32
281.500	507.45
281.750	533.56
282.000	476.14
282.250	623.42
282.500	514.74
282.750	513.72
283.000	520.45
283.250	518.13
283.500	664.42
283.750	547.04
284.000	456.85
284.250	544.92
284.500	408.07
284.750	419.03
285.000	384.42
285.250	540.90
285.500	357.51
285.750	404.46
286.000	419.83
286.250	467.46
286.500	473.63
286.750	551.82
287.000	599.25
287.250	649.88
287.500	556.15
287.750	510.22
288.000	375.33
288.250	527.36
288.500	561.18
288.750	374.12
289.000	546.42
289.250	336.90
289.500	440.85
289.750	584.82
290.000	512.29
290.250	435.41
290.500	617.65
290.750	433.05
291.000	614.56
291.250	390.62
291.500	564.13
291.750	414.67
292.000	442.47
292.250	590.24
292.500	441.57
292.750	552.82
293.000	574.68
293.250	506.67
293.500	484.49
293.750	492.72
294.000	419.11
294.250	631.37
294.500	468.72
294.750	434.28
295.000	564.00
295.250	463.94
295.500	345.11
295.750	508.28
296.000	452.57
296.250	488.83
296.500	598.10
296.750	477.46
297.000	523.17
297.250	556.75
297.500	561.87
297.750	556.84
298.000	517.33
298.250	503.15
298.500	555.83
298.750	702.83
299.000	466.94
299.250	435.59
299.500	545.53
299.750	518.63
300.000	489.96
300.250	517.69
300.500	504.24
300.750	624.27
301.000	459.13
301.250	501.27
301.500	442.41
301.750	466.31
302.000	411.70
302.250	688.20
302.500	589.62
302.750	434.05
303.000	563.88
303.250	569.29
303.500	545.08
303.750	521.78
304.000	505.50
304.250	505.03
304.500	441.67
304.750	410.98
305.000	608.81
